RecipeId,name,ingredients,instructions
600,Elderberry Jelly,"elderberry juice, lemon juice, sugar, honey","To juices, add sugar and honey; mix well. Place over high heat; bring to a boil, stirring constantly. At once, stir in pectin. Bring to a full rolling boil for 1 minute.  Stir constantly. Remove from heat and skim off foam with metal spoon; pour quickly into glasses. Cover at once with 1/8 inch hot paraffin."
601,Elly May's Wedding Punch,"cherry gelatin, boiling water, sugar, water, lemon juice, ginger ale","Dissolve the gelatin in the boiling water in a large saucepan. In a separate saucepan boil together the sugar and 4 cups water. Add the pineapple juice, orange juice and lemon juice.  Cool. Combine the gelatin and juice mixtures. Pour into plastic containers and freeze. Set  out about 3 hours before serving. Add the ginger ale just before serving. The punch will be slushy."
602,Enchiladas Verdes Suizas,"baking soda, serrano chilies, sugar, onion, garlic clove, cilantro, monterey jack cheese, cheddar cheese, corn tortillas, chicken, butter, flour, onions, milk, garlic clove, Worcestershire sauce","Remove papery husks from tomatillos. Wash tomatillos and chiles well. Cook, covered, in a little boiling water  until tender, about 15 minutes. Remove stems and  seeds from chiles. Place chiles and drained tomatillos  in blender container. Add onion, garlic and cilantro and blend until pureed. Heat 2 tablespoons oil in a large skillet, add pureed mixture and fry, adding soda and sugar.   Salt to taste. When mixture is cooked, add White Sauce, cream and 1/2 cup cheese. Season with salt & pepper to taste; keep hot. For each serving, soften 3 tortillas in hot oil, then dip in hot sauce. Place some shredded chicken on each tortilla and roll.   Place, seam side down, in individual baking dishes. Cover with remaining sauce and sprinkle cheese over top. Place under broiler until cheese melts  and is golden brown. WHITE SAUCE: Melt butter, add onion and garlic and cook until onion  is browned. Stir in flour and cook and stir until flour is cooked. Add milk and cook until thickened. Strain sauce, then add Worcestershire and salt and pepper to  taste. I have enjoyed this dish at Sanborns House of Tiles in Mexico."
603,Enchiladas with Red Sauce,"beef, onion, flour, chili powder, garlic powder, salt, cumin, rubbed sage, onion, stewed tomatoes, corn tortillas, ripe olives, colby-monterey jack cheese, sour cream, garlic, butter, flour, tomato sauce, beef broth, chili powder, rubbed sage, ground cumin","Brown ground beef and large chopped onion in a  large skillet, stirring until meat crumbles. Drain and return mixture to  skillet.  Add flour and next 5   ingredients, stirring well. Add stewed  tomatoes; stir well. Bring to a  boil; cover, reduce heat, and simmer 10 to 15  minutes, stirring occasionally. Pour 1 1/2 cups red sauce into a 13x9\, , , , , , , , 
, , , , , , , , , , , , , , 
, , , , , , "
604,English Muffins,"salt, milk, egg, sugar, flour, milk, yellow cornmeal, butter, butter","Since you cook these on top of the stove, there is no need to preheat the oven.Proof the yeast in the l/2 Cup of lukewarm milk with the sugar.Scald the 1 cup of milk, melt the butter in it and let cool to lukewarm. Add the salt and the slightly beaten egg to the milk-and-butter mixture. Pour the yeast sponge into a large mixing bowl and blend in the milk-butter-and-egg mixture. Add the flour, a little at a time,mixing together well. Turn the dough out onto a lightly floured work surface and knead, adding more flour if necessary. Knead until elastic and shiny. Then place the dough in a large buttered bowl, cover with a towel and let rise for at least 1 hour, until doubled in bulk. Meanwhile, pour the cornmeal onto a platter and set aside. Take the dough out onto the work surface and knead again for a couple of minutes. Roll it out with a rolling pin to a thickness of about 1/3\, , , , 
, , , , , , , , "
605,English Pub Beef &amp; Kidney Stew in Yorkshire Pudding (Adopted,"flour, onion, mushrooms, beef broth, dry red wine, tomato paste, Worcestershire sauce, salt, pepper, tarragon, rosemary, carrots, eggs, milk, flour, salt","Make Yorkshire Pudding first and let rest in fridge while stew is cooking. Beat 2 eggs in bowl. Mix in 1 cup of milk, sift in 1 cup of flour and 1/2 tsp salt. Beat until smooth. For the Stew. Coat  steak and kidneys with flour. Brown several pieces at a time in oil in   stock pot; remove. Sauté onion in pan drippings until tender. Add mushrooms. Cok for several minutes longer. Stir in broth, wine, tomato paste and next 5  seasonings and diced carrots. Return meat to the pan. Cover and cook on a slow simmer,for 2 hours or until tender (don't let stew dry out, add a little water if needed and reduce heat slightly). Preheat oven to 200°C. Heat 2 tbs oil in a 6-8 cup casserole. Pour batter into hot casserole dish. Spoon stew over batter to within 1 inch of edge. Bake at 200c  for 30 minutes or until puffed and brown. Serve with mashed potatoes and greens."
606,Fabulous Oxtail,"carrots, onions, celery, olive oil, butter, flour, plum jam, brown sugar, red wine","Trim fat from the ox tails and cut into sections between the joints. Peel the  carrots and onions, trim the celery and cut into even-sized pieces about.  Heat  the oil and butter in a frying pan and brown the oxtail well on all sides. Transfer the meat to a large casserole. Add the vegetables to the pan and toss  regularly until they are well browned. Add the flour and cook for 2 - 3 minutes until flour begins to brown lightly. Add the plum jam, vinegar, sugar, beef  stock, red wine and bouquet garni and stir well to make a smooth mixture. Bring  to the boil and then pour over the oxtail. Cover and cook at 150 C for 3 hours  until the meat is very tender and falling off the bone. Taste the sauce and  season with salt and pepper if needed. (Don't forget to remove the bouquet  garni.) If possible, leave the casserole to stand overnight to allow the fat to rise and set.  Skim off fat and re-heat. Serve with creamy mashed potatoes with chopped  parsley. NOTE:-If the sauce needs to be thicker mix an extra tablespoon of flour with 2  tablespoons butter and stir into the casserole bit by bit 5 minutes before  serving. Cheers,  Doreen Doreen Randal,  Wanganui. New Zealand."
607,Famous Barr's French Onion Soup,"onions, butter, black pepper, paprika, bay leaf, beef broth, dry white wine, all-purpose flour, instant flour, Kitchen Bouquet, salt, French baguette, swiss cheese, gruyere cheese","Peel onions and slice 1/8 inch thick, preferably in a food processor. Melt  butter in a 6-quart (or larger) stockpot.  Add onions; cook, uncovered, over low heat for 1 1/2 hours, stirring occasionally. (The long cooking time makes the  onions mellow and sweet.) Stir in pepper, paprika and bay leaf; saute over low  heat 10 minutes more, stirring frequently. Pour in 6 cans broth and wine.   Increase heat and bring to a boil. Dissolve flour in remaining 1 can broth. Stir into boiling soup. Reduce heat and simmer slowly for 2 hours. Adjust color to a rich brown with caramel coloring, season with salt. Refrigerate overnight.  To serve, heat soup in microwave or on stove top. If desired, pour into  ovenproof crocks or bowls. Top with a slice of bread and a sprinkling of grated cheese.  Heat under the broiler until cheese melts and bubbles, about 5 minutes. Leftover soup can be frozen."
608,Five Bean Salad,"green beans, lima beans, kidney beans, garbanzo beans, onion, green pepper, vinegar, sugar, salt, pepper, dry mustard, celery seed","Drain all the beans and combine in a large bowl. Heat (but do not boil) (I do it in the microwave for about 1 minute) vegetable oil, vinegar, sugar, salt, pepper, dry mustard, and celery seed. Mix with bean mix and let stand overnight. Add onion/pepper about an hour before serving."
609,Crispy Chicken Wings,"chicken wings, egg, soy sauce, sugar, five-spice powder, water, flour, cornstarch, baking soda","Cut each chicken wing at joints to make 3 pieces. Discard wing tips or save for making chicken broth. Mix egg, 2 tsp. vegetable oil, the soy sauce, sugar, and  five spice powder; pour over chicken. Cover and refrigerate 1 hour. Add water  to chicken. Stir flour, cornstarch, and baking soda into chicken. Heat  vegetable oil (1 1/2 inches) in wok (we use a deep fryer) to 350 degrees. Fry 4 or 5 chicken pieces at a time until light brown, turning 2 or 3 times, about 5  minutes; drain on paper towel. Serve with sweet and sour sauce or hot mustard. 6 servings"
610,Flavored Nuts,"walnuts, kosher salt, olive oil, garlic, pine nuts, olive oil, garlic, saffron, roasted pistachios, Spanish olive oil, saffron threads, salt","Preheat oven to 250 degrees. Put all flavor ingredients into a mixing  bowl. Add nuts and toss. Transfer to a roasting pan into which the nuts  will fit in one single layer. Roast for 20 minutes or until nuts begin to  color. Transfer to a paper towel to drain excess oil. NOTES : For a drier consistency substitute spray olive or corn oil. A  good thing about making your own flavored nuts is creating the flavors  you like, with as much or as little salt as you choose. Store in air- tight container, preferably tin."
611,Fluffy White Frosting,"granulated sugar, water, lemon juice, light corn syrup, cream of tartar","In top of a double boiler over simmering water, beat with an electric mixer the, following:, Beat until soft peaks form. This takes about 7-10 minutes. Remove double boiler top from the bottom and continue beating on high until stiff peaks form- this also takes about 7-10 minutes. Jan"
612,Freezer Apricot Jam,"apricots, lemon juice, lemon, rind of, granulated sugar","Mix apricots, lemon juice and rind. Add sugar, stir 5 minutes until sugar dissolves. Let stand 20 minutes. Stir in pectin. Ladle into cartons or jars, filling to within 1/2 inch of top. Cover with cloth and let stand until set, 24 hours or overnight. Cover and freeze. To serve, thaw and store in refrigerator. (Freeze for 1 month before thawing to use)."
613,Traditional Rahmschnitzel,"butter, onions, onion, garlic, dry red wine, creme fraiche, heavy whipping cream, clear broth, fresh mushrooms","1 bottle champagne Fruity ice cream dessert, as desired Directions: In heavy frying pan,on medium heat setting, brown meat on both sides, at the same time sauteing the onions and garlic.When onions start turning dark, add 2 tbs red wine, continue cooking and reducing wine liquid. Repeat this procedure 4 more times. (Use about 250-300 ml red wine) The last addition of red wine is reduced by only one half, then add the creme fraiche or heavy cream, stirring frequently to avoid lumps. Reduce heat to low and let simmer, adding clear broth. Add pepper and salt to taste.  Don't overdo it. When the Rahm (cream) has been reduced and is fairly thick, add the sliced mushrooms. Turn off heat and remove pan. (Adding the mushrooms thins the Rahm, so be sure that the Rahm was thick prior to adding mushrooms). Stir well, cover pan and let rest for a couple of minutes. Serve over rice and with a tomato salad, or over noodles and a tossed green salad. To finish the successful meal, enjoy an ice sorbet and a glass of champagne."
614,Augie Oliver's Italian Sausage,"salt, fennel seeds","To prepare casings: Let casings soak in cool water about five minutes to remove salt on outer surface (no longer, or they will become too tender to stuff) and flush salt from the inside by placing one end on faucet nozzle and turn on cold tap water (if you see holes or water leaking, cut and discard). Remove casing from faucet and gently squeeze out water; cover rinsed casings and refrigerate until ready to use. First grind meat coarsely, incorporate seasonings evenly, and re-grind. Fill the casings using the sausage horn attachment and make links by twisting the sausage where you wish the links to be.  Four inches is a good size for a regular serving, smaller links may be made for appetizer servings. To cook, place the sausage in large saucepan or dutch oven in a single layer; add a little water or broth, cover and heat. to a low simmer. Maintain a low simmer (sausages may burst if cooked at too high a heat) until the sausage is heated through and cooked thoroughly, approximately 15 minutes. Drain and let rest for about 15 minutes before slicing; serve while still warm."
615,Easy Garlic Chicken Breasts,"lime juice, olive oil, garlic, boneless skinless chicken breasts","In a medium bowl, whisk together the lime juice, olive oil, and garlic. Season with salt  and pepper generously, and add chicken, making sure it is well-coated with the  marinade.  Marinate chicken, covered in fridge for at least 3 hours and  preferably overnight. Preheat oven to 400 degrees F. Remove chicken from  marinade and discard marinade.  Arrange chicken breasts in a shallow baking pan. Season with salt and pepper and roast for 25-30 minutes or until chicken is  cooked through and the juices run clear when you prick it with a fork."
616,Easy Cream Cheese Fruit Squares,"sugar, butter, graham cracker crumbs, cream cheese, eggs, vanilla","Preheat oven to 325 F. To prepare crust: In medium saucepan place 1/4 cup sugar  and butter;heat until butter is melted, stirring occasionally. Stir in graham  cracker crumbs;press mixture evenly over the bottom of a 13 x 9-in. baking pan. In a large bowl with an electric mixer beat cream cheese until smooth. Gradually beat in  remaining 3/4 cup sugar. Beat in eggs, one at a time, and vanilla,  until well blended. Spoon blueberry filling  over crust. Carefully pour cream  cheese mixture over blueberries. Bake just until set, 45 to 50 minutes. Cool. Chill until cold, about 2 hours or longer. Cut into 24 squares. Serve garnished  with strawberry halves or mint leaves, if desired."
617,Easy Refrigerator Lemon Cookies,"lemon, zest of, granulated sugar, butter, cake flour, baking soda, salt","Process the lemon zest and sugar in a food  processor until the zest is as fine as the sugar. Add the butter. Process until fluffy. Scrape down the bowl. Add the flour, baking soda and salt.  Process briefly until mixed. Form dough into  two 1-1/2-inch-round logs and  wrap each in wax paper. Refrigerate until firm. Preheat the oven to 350°. Slice each log into 1/4-inch thick cookies and place on an ungreased baking sheet. Bake for 8 to 10 minutes, until golden  around the edges. Do not overbake."
618,Easy-Freezy Sorbet,"fresh blueberries, fresh raspberries, water","Freeze berries by placing them in a single layer on a baking pan and place in  freezer. When frozen, put berries in a freezer container or plastic freezer bag  and seal. Keep containers or bags of berries in freezer up to 12 months. In a  large bowl combine the frozen berries, water and frozen concentrate. Place half  of the mixture in food processor. Cover and process until almost smooth. Repeat  with remaining mixture.  Serve immediately. (Or transfer mixture to a baking  dish. Cover; freeze about 4 hours or until firm.) Use within 2 days. Scoop  frozen mixture into cones, if desired."
619,Egg Drop Soup,"chicken broth, salt, white pepper, green onion, eggs","Heat chicken broth, salt, and white pepper to boiling in a 2-quart saucepan. Stir green onions into eggs. Pour egg mixture slowly into broth, stirring constantly with fork until egg forms shreds. Makes about 3 cups deb"
620,Egg Rolls,"chicken, carrot, cabbage, celery, bean sprouts, water chestnut, soy sauce, vinegar, ketchup, sugar, soy sauce, red wine, green pepper, onion","Boil chicken. Debone set aside. Cut up celery, carrots, cabbage, water chestnut and add bean spouts. Cook over med heat until all vegetables are  soft, then add chicken, soy sauce salt and pepper to taste. Put a small amount in egg roll wraps and roll up. Do it with the rest of wraps and filling. Fry the egg rolls in hot oil Sauce Mix together  all and cook for five min. Add cut up green peppers and onion."
621,Empanada,"butter, lean beef, frozen spinach, Lawry's Seasoned Pepper, sour cream, egg, parmesan cheese","In a medium skillet, melt butter and saute  Minced Onion flakes until butter is  absorbed. Add ground  beef, cook until brown and  crumbly; drain fat.  Add  spinach, seasonings, sour cream, egg, and  cheese; blend well. Remove  pastry  shell from foil pan and place flat on  baking sheet.  Spoon filling on  half of  the pastry, fold the other half over and  press edges together to form  a seal. Pierce several holes in top. Bake in a  350 degree oven for 25  minutes or  until golden brown."
622,Empanadas de Horno,"all-purpose flour, baking powder, salt, egg, milk, shortening, paprika, onions, chili powder, cumin, oregano, beef, hard-boiled eggs, black olives, raisins","TO prepare dough: sift flour with baking powder and salt. Add egg yolk, egg, milk and shortening. Mix to make a stiff dough. Divide into 20 pieces and roll each thinly into a circle. Stuffing or pino In frying pan, heat oil with paprika and saute onions until soft. Add chilli powder, oregano, cumin and salt. Add meat and mix with onions. Cook until meat is no longer pink. To prepare empanadas: Place a spoonful of stuffing on half of each dough circle. Add slices of egg, raisins and olives. Fold dough over filling. Wet the edge with milk, fold over again and seal. Bake in a 200 degrees C oven until cooked and lightly browned. Serve hot."
623,End of Summer Ratatouille,"olive oil, eggplant, zucchini, red bell pepper, yellow bell pepper, green bell pepper, tomatoes, Italian parsley, red onion, garlic, kosher salt, fresh ground black pepper, olive oil, fresh basil leaf, parmesan cheese","Mix together in a small bowl:  parsley, red onion, garlic, 1 Tbsp salt,  1 tsp black pepper,  2 Tbsp olive oil, In Medium skillet, heat oil and saute eggplant and red onion until soft, stirring often. Transfer eggplant/onion and oil into decorative 9x13 or larger, baking dish. Toss remaining vegetables, except the tomatoes, with the parsley garlic mixture and fold into the eggplant mixture. Scatter tomatoes on top. Cover with foil. Bake at 350 degrees for 30 to 45 minutes, or until vegetables are bubbly. While baking, prepare topping: Combine 1/2 cup chopped fresh basil leaves with your choice of cheese: 11 oz log montrachet or chevre cheese, crumbled or 1 cup grated Parmesan cheese, Remove foil and top with basil and cheese mixture, return to oven for a scant 5 minutes. Serve at once."
625,Escalope of Salmon With Chanterelles,"salmon, canned chanterelles, Noilly Prat, broad beans, peas, butter, shallots, lemon juice, sea salt","Add 25g of Butter to a small sauti pan. Add Chanterelles and shallots, cover  with a lid and sweat for a few minutes. Make a space for the salmon in the pan,  add wine and fish stock. Poach for 4-5 minutes, take out fish and keep warm. Reduce cooking liquid by two thirds, take out mushrooms. Cut butter into small  cubes and whisk in to make sauce. Add lemon juice abd peas. Return mushrooms,  add broad beans and peas, check seasoning. Place salmon on plate with sauce to  the side I found this recipe on a site among others."
626,Ezekiel Bread,"wheat flour, lentils, water, salt, olive oil, warm water, honey","Dissolve the yeast in warm water and let set for 10 minutes. Mix the other dry  ingredients in separate bowl. Blend lentils, oil, honey and small amount of water;  place in large mixing bowl with remaining water. Stir in 2 cups of mixed flour. Add yeast mixture.  Stir in remaining salt and flour. Knead on floured surface, then place in oiled bowl. Let rise until double in bulk. Knead again; shape  and place in greased loaf pans. Let rise.  Bake 375 for 1 hour. - - - - - - - - - - - - - - - - - -  NOTES : A Health Food Store is a source for some of these ingredients."
627,Filet Mignon,"fresh white mushrooms, onion, butter, sweet vermouth, sherry wine, garlic, Worcestershire sauce","We rarely eat beef but when we do for special occasions we enjoy the above for a most tender cut of beef. Here is the way our family does it. There are other  methods of seasoning and roasting but we are always satisfied with the results  this way. Try to buy a whole fillet that is already \,  ( trimmed of  silverskin, fat etc. ) or if you prefer you can buy untrimmed and do it  yourself. The whole filet has a taped part ( called the tail ) and when you  roast, tuck this part under so you can have a more even  piece of meat for  roasting. If the whole filet is too large to fit your roasting pan you may cut  the filet in half and roast the two parts in the pan together. Make sure the  meat comes to room temperature prior to roasting for even roasting which also  helps with tenderness. Rub oil ( we prefer olive ) over the filet and then rub in seasonings such as salt , pepper, paprika, crushed garlic etc. The Montreal  Steak Seasoning is a nice choice ( available in the seasoning or meat sections  of supermarkets ) . Or other people prefer to coat the filet with Dijon mustard  and then roll the filet in  finely crushed black or colored peppercorns prior to roasting. Both ways are delicious. Place the filet on a  roasting rack over the  roasting pan. You can also place the filet over some beef bones in the pan which also act as a rack. Preheat the oven to 475 degrees F. Place the prepared filet on the rack and  roast 20 minutes ( for a average 5 lb roast- ). Then decrease the temperature to 350F and roast an additional 20 minutes. Remove the filet from the oven and let  sit about 15 minutes before slicing. This total time factor  should produce  medium rare.  A heavier roast will probably need more roasting time and a  smaller roast less time. The sitting times allows for best slicing and lets some of the juices settle etc.    If you prefer you can  check and rely on a meat  thermometer to test so you don't under or over roast the meat.. Insert  thermometer in the thickest part of the roast. Generally 120 to 130 F is rare  and 130 to 140 F is medium rare. Remember the meat will continue to cook with  \,  out of the oven. Meanwhile make the mushroom sauce ( this is a natural and not thickened sauce ). In a large skillet over medium high heat cook the onion in some olive oil or butter until softened. Add the sliced mushrooms  and garlic and continue to cook and stir until the mushrooms have reduced in  volume by 1/2 and become tender. Add the vermouth, dashes of Worcestershire  sauce and Gravy Master (  a browning/ caramelized color for sauces etc. ). Cook  and stir  another 5 to 10 minutes and then season to taste.   If you wish you   may add a few tablespoons of the pan drippings or a bit of beef bullion paste (  available in jars ) for a richer flavor. The whole recipe really can serve  quite a lot depending on how thick or thin you slice the meat. Leftovers reheat  well."
628,Filet Mignon With Sweet-Potato Shoestrings,"butter, fresh mushrooms, red wine, dried thyme, salt, black pepper","In medium iron skillet, melt half the butter in half the oil until hot.  Add mushrooms and saute quickly, about 5 minutes. Remove with slotted spoon. Add remaining butter and oil over high heat.  Pat filets dry. Brown filets well, about 4 minutes per side for medium rare.  Cook to desired doneness. Remove from skillet to a platter and keep warm. Pour nearly all fat from skillet and add beef broth. Boil over high heat, scraping the pan. Cook until reduced to 2 Tbs. Add wine, thyme, salt & pepper. Add mushrooms and heat through. Serve mushroom sauce on top of steak. Fried Sweet Potato Shoestrings Run 2-3 large sweet potatoes through a food processor with the blade set to julienne.  Rinse well to remove the extra starch. Pat dry with paper towels. Fry the sweet potatoes in very hot vegetable oil just a few seconds until golden. Drain on brown paper. Sprinkle lightly with salt."
629,Country Brunch Skillet,"bacon, hash brown potatoes, green bell pepper, onion, salt, pepper, eggs, cheddar cheese","In a large skillet over med. heat, cook bacon until crisp. Remove bacon; crumble and set aside. Drain, leaving 2 tablespoons of drippings. Add potatoes, green pepper, onion,  salt and pepper to drippings; cook and stir for 2 min. Cover and cook, stirring  occasionally, until potatoes are browned and tender, about 15 min. Make six  wells in the potato mixture; break one egg into each well. Cover and cook on low heat for 8-10 min. or until eggs are completely set. Sprinkle with cheese and  bacon."
630,Country Style Zucchini Soup,"olive oil, garlic clove, potatoes, onion, celery, fresh parsley, oregano, tomatoes, zucchini, salt, parmesan cheese","Peel and cut potatoes into 1/2 inch cubes. Cut celery into 1/2 inch pieces. Core, blanch, peel and cut tomatoes into 1/2 inch chunks. Cut marrow into 1/4 inch slices. In a large saucepan, heat oil and brown garlic. Discard garlic. Add potatoes, stir to coat and cook for about 5 minutes. Add onion, celery, parsley, and oregano, and cook until onions are softened. Add stock, tomatoes, marrow, and salt and bring to a boil. Reduce heat and simmer until zucchini is tender. Pour soup into individual bowls and sprinkle freshly ground pepper and 1 teaspoon Parmesan cheese over each serving. Serve hot. Makes 6 servings."
631,Curried Spinach Sauce,"olive oil, onion, garlic, fresh ginger, cumin seed, cardamom, white pepper, black pepper, tomatoes, fresh spinach, water, cayenne, salt, fresh black pepper","In a large skillet, heat the olive oil over medium heat.  Add the onion, garlic and ginger and saute, stirring occasionally, for 5 minutes or until the onion softens. Add the cumin, coriander, cardamom and pepper and saute for 2 minutes more.  Add the tomato, spinach and water and cook for 3 minutes. Add cayenne, salt and pepper. Remove from heat and serve."
632,100% Whole Wheat Blueberry Muffins,"whole wheat flour, baking soda, buttermilk, honey, blueberries","Preheat oven to 350. Coat 12 muffin cups with cooking spray. Sift together  the flour and baking soda. In a separate bowl, whisk together the buttermilk,  egg whites, oil, and honey until creamy, then stir in the blueberries. Pour the wet ingredients into the dry. Fold together with a rubber spatula until the  batter is moist yet remains slightly lumpy. Pour into muffin cups and bake 30  to 35 minutes."
633,Deep Dish Vegetable Pizza,"granulated sugar, water, active dry yeast, flour, whole wheat flour, salt, onions, tomato sauce, tomatoes, garlic, onions, mushrooms, broccoli, mozzarella cheese","In large mixing bowl, dissolve sugar in warm water. Sprinkle yeast over water  and let stand for 10 minutes or until foamy. Meanwhile, combine flours and salt. Stir oil into foamy yeast mixture. Stir in about half the flour mixture. Add  more flour, mixing until dough can be gathered into a slightly sticky ball (you  may need a little more or less than 1 lb/450 g of flour). On lightly floured  surface, knead dough for about 5 minutes or until smooth and elastic, adding  more flour as necessary to prevent dough from sticking to work surface. Cut  dough in half, cover with greasproof paper and let rest for 10 minutes. On  lightly floured surface, use a rolling pin to roll each piece of dough into a 12 inch/30 cm circle, about 1/4 inch/5 mm thick. Transfer rounds to 2 lightly oiled pizza pans or baking sheets. Carefully, using fingers, stretch dough into large  circles. Let dough rise for about 15 minutes before adding toppings. For a  thicker crust, let dough rise for 30 minutes. Add toppings (see below recipe)  just before baking. Makes 12 inch/30 cm pizza rounds. , , , 
, , , , , , , , 
"
634,Deviled Cauliflower,"cauliflower floret, unsalted butter, all-purpose flour, skim milk, bay leaf, nutmeg, Dijon mustard, Worcestershire sauce","Place cauliflower in a steamer basket over boiling water. Cover pan and steam 5-7 minutes or until just tender. Drain. Rinse under cold water. Drain well and transfer to a 9x13 inch baking dish. Combine 1-1/4 Tbs. melted butter with flour in a heavy saucepan over medium low heat. Whisk about 3 minutes, or until bubbly. Gradually whisk in milk. Add bay leaf and nutmeg and whisk often until mixture simmers. Cover partially and simmer 3-4 minutes, stirring often, until thickened. Remove from heat. Stir in mustard, Worcestershire and salt and pepper to taste. Discard bay leaf. Pour sauce over cauliflower and stir until well coated. (Can be prepared 1 day ahead.  Cover and chill.), Preheat oven to 3500F. Sprinkle breadcrumbs over cauliflower. Drizzle with remaining butter. Bake 35-40 minutes, until cauliflower is heated through, sauce bubbles at edges and breadcrumbs are golden."
635,Dill Bread,"flour, salt, water, baking soda, sugar, cottage cheese, fresh dill, egg, onion, butter","Preheat the oven to 350 degrees. Proof the yeast in the lukewarm water with the sugar. In a saucepan, warm the cottage cheese until lukewarm, and add to the yeast sponge. Then add the egg, lightly beaten, the grated onion, melted butter, salt, baking soda, dill seeds and fresh dill. Stir until well blended, then add just enough flour to make a rather soft dough. Put the dough into a large buttered bowl,  cover with a towel and place in a warm spot to rise for about 1  hour or until doubled in bulk. Remove the dough to a lightly floured work surface and knead for a couple of minutes. Then place in a large buttered (9\, , , , , , "
636,Dill Buttermilk Bread,"all-purpose flour, baking powder, baking powder, sugar, fresh dill, dried dill, baking soda, salt, pepper, buttermilk","Preheat oven to 350 F. Combine flour, baking powder, sugar, dill, baking soda, salt and pepper in a bowl. Add buttermilk a little at a time until a soft dough  forms. Turn into a greased 9 inch by 5 inch (2 litre) loaf pan. Bake for 50  minutes or until loaf is golden brown. Serve warm; reheat when needed. The Globe and Mail -----"
637,Double Cabbage Salad,"raw red cabbage, raw green cabbage, raw spinach leaves, raw carrot, poppy seeds, celery seed, prepared mustard, pepper","Trim all leaves well from vegetables and remove coarse veins and stems before shredding. Toss all vegetables in a very large salad bowl. Mix dressing with seeds, mustard, and pepper very well and pour over vegetables. Serve as a side dish."
638,Baba Ganouj ( Baba Ghanoush ),"eggplants, lemon juice, tahini, garlic cloves, salt, parsley, black pepper, scallion, olive oil","Preheat oven to 400°F. Pierce the eggplants several times with fork. Place on  lightly oiled baking sheet and bake 40--45 minutes until completely soft. Cool. Scoop out the insides and puree in food processor. Add all remaining ingredients except olive oil and scallions. Cool. Top with olive oil and scallions before  serving. Serve with pita bread, Greek olives and tomatoes."
639,Dutch Moorkoppen,"water, salt, butter, flour, eggs, heavy cream, sugar, icing sugar, water","Filling: 500 ml double cream (or heavy cream), whipped with 60 gr sugar and 15 g vanilla sugar Icing: 100 gr icing sugar 10 gr cacao (or cocoa) 1.5 tablespoon warm water About 8 pieces of fruit (e.g. pineapple chunks, strawberries) Sift the flour and the salt. Bring the water to the boil, together with the  butter. (it really has to boil!). Add the flour and salt and mix. Remove from  heat. Beat well with a wooden spoon until there are no lumps left. Now add one  of the eggs, stir with a wooden spoon, then beat very thoroughly until it has  been absorbed. Add the second egg, stir, beat again very thoroughly until it has been absorbed. Beat the remaining egg in a little bowl, and add this spoon by  spoon until the pastry mixture has a velvety consistency that keeps its shape  when pulled into points with the spoon. Then beat the pastry mixture till it is  fluffy and shining. Make with 2 spoons dipped in water, about 8 ball shaped  heaps on a well-greased baking tin. Bake in the middle of a preheated oven  (200-225 degree.C) in 30-40 minutes golden and puffy. Do not open the oven door  the first 20 minutes! Leave them for about 5 minutes in the oven with the door  opened, and then remove the choux puffs from the tin. Put them on a wire rack to cool down. Make the icing just before filling the choux puffs. Make a cut in  the puffs sides and pipe in the cream. Keep some of the cream to decorate the  top. Mix the icing sugar and the cacao, and add drip by drip the water. Stir  with a metal spoon, until thick and slightly fluid. Stir this till it shines and stick to the back of the spoon. Dip the tops of the filled choux puffs with a  twisting move in the icing, so that the top is covered. Put the moorkoppen on a  wire rack with a plate under it. Leave them for about. 30 minutes until the  icing is hard. Pipe a puff of the remaining cream on it, and decorate this with  a piece of fruit."
640,Easy Apple Dumplings,"apples, sugar, water, butter, margarine, vanilla, cinnamon","Flatten biscuits with hand. Wrap each biscuit around an apple half; place seam side down into a greased 13x9x2-inch baking dish. Combine sugar, water, butter, and vanilla; pour into pan. Sprinkle cinnamon over dumplings. Bake uncovered at 350 degrees for 30-40 minutes or until golden brown and apples are tender."
641,Easy Lasagna,"tomatoes, dried oregano, dried basil, tomato paste, soy sauce, garlic clove, beef mince, water, cheese, parsley","Pour tomatoes and juice into a large bowl and cut the tomatoes into pieces. Add soup mix, stocks, herbs, tomato paste, soy sauce, garlic, mince and water. Mix thoroughly. Grease a round casserole dish (21cm) and spoon a third of the meat mixture into it.  Arrange half the noodles on top and cover with another third of the mixture.  Spread the remaining noodles evenly and top with the remaining meat mixture.  Cover and cook on HIGH for 12 minutes. Stand covered 15 minutes. Uncover and cook on HIGH for 3 minutes. Spread the cheese over the top and continue cooking for 1 1/2 minutes. Sprinkle with dried breadcrumbs and parsley. Stand uncovered for 5 - 10 minutes before serving."
642,Easy Mushroom Stroganoff,"butter, garlic cloves, yellow onion, white mushroom, all-purpose flour, dry white wine, sour cream, linguine","Melt butter in a heavy large saucepan over medium-high heat.  Add garlic and saute 30 seconds. Add onion and saute another 2 minutes or so. Then add mushrooms and saute until tender, about 10 minutes. Don't worry if the mixture seems too dry. Reduce heat to medium, then add flour and stir another minute.  Add white wine and cook until mixture thickens, stirring frequently--about another 2-3 minutes. Mix in sour cream, and season to taste with salt and pepper. Add cooked linguine and toss to blend linguine with sauce. **Adapted from a recipe in _Bon Appetit_."
